id,questionnaire_id,question_name,field_name,question_label,page_id,question_type_id,options,button_image_url,sequence,active,created,modified
676,12,Interior Characteristics Total Beds,interior_number_beds,How many bedrooms?,337,1,,,0,1,10/11/2017 17:52,10/11/2017 17:52
677,12,Interior Characteristics Total Baths,interior_number_baths,How many bathrooms?,337,1,,,0,1,10/11/2017 17:52,10/11/2017 17:52
678,12,Interior Characteristics Total Rooms,interior_number_rooms,How many rooms total?,337,1,,,0,1,10/11/2017 17:52,10/11/2017 17:52
679,12,Interior Characteristics Total Floors,interior_number_floors,How many floors total?,337,1,,,0,1,10/11/2017 17:52,10/11/2017 17:52
680,12,Interior Characteristics Basement,interior_basement,Is there a basement?,337,2,Yes;No,,0,1,10/11/2017 17:52,10/11/2017 17:52
681,12,Interior Characteristics Fireplace,interior_fireplace,Is there a fireplace?,337,2,Yes;No,,0,1,10/11/2017 17:52,10/11/2017 17:52
682,12,Interior Characteristics Comments,interior_additional_comments,Indicate any additional features of note:,337,1,,,0,1,10/11/2017 17:52,10/11/2017 17:52
683,12,Interior Master Bedroom Comments,interior_master_bedroom_comments,Master Bedroom Comments.  Optionally take a photo of the master bedroom.,338,1,,,0,1,10/11/2017 17:52,10/11/2017 17:52
684,12,Interior Master Bedroom Photo,interior_master_bedroom_photo,Take a photo of the master bedroom,338,3,,btn_add_optional_photo.jpg,0,1,10/11/2017 17:52,10/11/2017 17:52
685,12,Interior Master Bathroom Comments,interior_master_bathroom_comments,Master Bathroom Comments.  Optionally take a photo of the master bathroom.,339,1,,,0,1,10/11/2017 17:52,10/11/2017 17:52
686,12,Interior Master Bathroom Photo,interior_master_bathroom_photo,Take a photo of the master bathroom,339,3,,btn_add_optional_photo.jpg,0,1,10/11/2017 17:52,10/11/2017 17:52
687,12,Interior Main Living Area Comments,interior_main_living_area_comments,Main Living Area Comments.  Optionally take a photo of the main living area.,340,1,,,0,1,10/11/2017 17:52,10/11/2017 17:52
688,12,Interior Main Living Area Photo,interior_main_living_area_photo,Take a photo of the main living area,340,3,,btn_add_optional_photo.jpg,0,1,10/11/2017 17:52,10/11/2017 17:52
689,12,Interior Kitchen Comments,interior_kitchen_comments,Kitchen Comments (if applicable).  Optionally take a photo.,341,1,,,0,1,10/11/2017 17:52,10/11/2017 17:52
690,12,Interior Kitchen Photo,interior_kitchen_photo,Take a photo of the kitchen.,341,3,,btn_add_optional_photo.jpg,0,1,10/11/2017 17:52,10/11/2017 17:52
691,12,Interior Other Features Comments,interior_other_features_comments,Notable Additional Comments.  Optionally take a photo.,342,1,,,0,1,10/11/2017 17:52,10/11/2017 17:52
692,12,Interior Other Features Photo,interior_other_features_photo,Optionally take a photo of the additional features,342,3,,btn_add_optional_photo.jpg,0,1,10/11/2017 17:52,10/11/2017 17:52
693,12,Interior Overall Condition Comments,interior_overall_condition_comments,Overall Interior Condition,343,2,"Excellent (fully updated, new paint);Good (kitchens and baths < 5 yrs old);Fair (kitchen or baths > 7 yrs old, flaking paint);Poor (repairs necessary, out of date)",,0,1,10/11/2017 17:52,10/11/2017 17:52
694,12,Interior Overall Condition Photo,interior_overall_condition_photo,Optionally take a photo,343,3,,btn_add_optional_photo.jpg,0,1,10/11/2017 17:52,10/11/2017 17:52
695,12,Location Type,location_type,Please indicate the condition of the landscape,344,2,Urban (inner city);Suburban (outer city limits);Rural (farm or countryside),,0,1,10/11/2017 17:52,10/11/2017 17:52
696,12,Neighborhood Condition,neighborhood_condition,Please indicate the condition of the neighborhood.,345,2,Excellent (all properties in excellent condition);Good (all properties well maintained);Fair (properties with visible damage) ;Poor (mostly neglected properties),,0,1,10/11/2017 17:52,10/11/2017 17:52
697,12,Neighborhood Condition Comments,neighborhood_condition_comments,Additional Comments,345,1,,,0,1,10/11/2017 17:52,10/11/2017 17:52
698,12,Railroad Tracks,railroad_tracks,Please indicate if there are any railroad tracks within 300 feet of the property?,353,2,Yes;No,,0,1,10/11/2017 17:52,10/11/2017 17:52
699,12,Railroad Tracks Photo,railroad_tracks_image,Optionally take a photo,353,3,,btn_add_photo.jpg,0,1,10/11/2017 17:52,10/11/2017 17:52
700,12,Airport/Flightpath,airport_flightpath,"Please indicate if there is an airport within 300 feet of the property, or the property is in a low flying plane flightpath?",354,2,Yes;No,,0,1,10/11/2017 17:52,10/11/2017 17:52
701,12,Airport/Flightpath Photo,airport_flightpath_image,Optionally take a photo,354,3,,btn_add_photo.jpg,0,1,10/11/2017 17:52,10/11/2017 17:52
702,12,Renewable Funding,renewable_funding,Renewable Funding?,321,2,yes;no,,2,0,10/11/2017 17:59,11/26/2017 21:32
703,12,Renewable Funding Reason,renewable_funding_reason,"(if Yes, please explain)",321,1,,,3,0,10/11/2017 17:59,11/26/2017 21:32
704,12,Eligibility Criteria,line1_criteria,Eligibility Criteria,319,6,list;to;be;provided;by;client,,2,0,10/11/2017 18:04,12/19/2017 15:00
705,12,Manufacturer,line1_manufacturer,Manufacturer,319,1,,,3,1,10/11/2017 18:04,12/20/2017 11:16
706,12,Model Number,line1_model,Model,319,1,,,4,1,10/11/2017 18:04,12/20/2017 11:16
707,12,Quantity,line1_quantity,Quantity,319,1,,,5,1,10/11/2017 18:04,12/20/2017 11:16
708,12,Comments,line1_comments,Notes,319,1,,,6,1,10/11/2017 18:04,12/20/2017 11:16
709,12,Photo(s),line1_photos,Include photos of the serial and model numbers,319,7,,btn_add_photo.jpg,7,1,10/11/2017 18:04,12/20/2017 11:16
710,12,Project Photo,project_photo,Project Photo,358,3,,btn_add_photo.jpg,1,1,10/11/2017 18:25,12/20/2017 11:17
711,12,Project Type,project_type,Project Type,358,6,Solar;HVAC;Other;Etc;Goes Here;,,2,0,11/26/2017 21:30,12/6/2017 13:04
712,12,Front of the Property,front_of_property_image,,321,3,,btn_property_main.jpg,1,1,11/26/2017 21:33,12/20/2017 11:54
713,12,Property Address Verification,property_address_verification_image,Address Verification,356,3,,btn_property_verification.jpg,1,1,11/26/2017 21:34,12/20/2017 11:54
714,12,Product Type,line2_category,Product Category,357,6,#,,1,1,11/26/2017 21:42,12/20/2017 11:17
715,12,Eligibility Criteria,line2_type,Product Type,357,6,#,,2,1,11/26/2017 21:42,12/20/2017 11:17
716,12,Manufacturer,line2_manufacturer,Manufacturer,357,1,,,3,1,11/26/2017 21:42,12/20/2017 11:17
717,12,Model Number,line2_model,Model,357,1,,,4,1,11/26/2017 21:42,12/20/2017 11:17
718,12,Quantity,line2_quantity,Quantity,357,1,,,5,1,11/26/2017 21:42,12/20/2017 11:17
719,12,Comments,line2_comments,Notes,357,1,,,6,1,11/26/2017 21:42,12/20/2017 11:17
720,12,Photo,line2_photos,Include photos of the serial and model numbers,357,7,,btn_add_photo.jpg,7,1,11/26/2017 21:42,12/20/2017 11:17
721,12,Product Type,line3_category,Product Category,359,6,#,,1,1,11/26/2017 21:44,12/20/2017 11:18
722,12,Eligibility Criteria,line3_type,Product Type,359,6,#,,2,1,11/26/2017 21:44,12/20/2017 11:18
723,12,Manufacturer,line3_manufacturer,Manufacturer,359,1,,,3,1,11/26/2017 21:44,12/20/2017 11:18
724,12,Model Number,line3_model,Model,359,1,,,4,1,11/26/2017 21:44,12/20/2017 11:18
725,12,Quantity,line3_quantity,Quantity,359,1,,,5,1,11/26/2017 21:44,12/20/2017 11:18
726,12,Comments,line3_comments,Notes,359,1,,,6,1,11/26/2017 21:44,12/20/2017 11:18
727,12,Photo(s),line3_photos,Include photos of the serial and model numbers,359,7,,btn_add_photo.jpg,7,1,11/26/2017 21:44,12/20/2017 11:18
728,0,,,,0,0,,,0,0,12/6/2017 15:50,12/6/2017 15:50
729,12,Product Category,line1_category,Product Category,319,6,#,,1,1,12/19/2017 16:34,12/20/2017 11:16
730,2,Interior Additional Bedroom Comments,interior_additional_bedroom_comments,Additional Bedroom Comments.,364,1,,,1,1,1/3/2018 11:30,1/3/2018 11:30
731,2,Interior Additional Bedroom Photo,interior_additional_bedroom_photo,Take a photo of any additional bedroom,364,7,,btn_add_optional_photo.jpg,2,1,1/3/2018 11:30,1/3/2018 11:30
732,2,Interior Additional Bathroom Comments,interior_additional_bathroom_comments,Additional Bathroom Comments. ,365,1,,,1,1,1/3/2018 11:31,1/3/2018 11:31
733,2,Interior Additional Bathroom Photo,interior_additional_bathroom_photo,Take a photo of any additional bathroom,365,7,,btn_add_optional_photo.jpg,2,1,1/3/2018 11:31,1/3/2018 11:31
734,11,Is your property for sale,is_your_property_for_sale,Is your property currently for sale or under contract?,366,2,Yes;No,,1,1,3/7/2018 12:54,11/29/2019 14:01
735,2,Is your property for sale,property_for_sale,Is your property currently for sale or under contract?,367,2,Yes;No,,1,1,3/7/2018 13:29,5/27/2020 14:11
736,2,Your Property For Sale Sign,subject_property_forsale_sign,Optionally take a photo.,367,3,,btn_add_optional_photo.jpg,2,0,3/7/2018 13:29,11/25/2019 12:59
737,13,Property Secured?,property_secured,Please indicate if the property is secured and hit continue.,368,2,Yes;No,,0,0,6/8/2018 10:39,6/8/2018 10:39
738,13,Property Secured Comments,property_secured_comments,"If no, please explain.  Optionally take a photo",368,1,,,0,0,6/8/2018 10:39,6/8/2018 10:39
739,13,Property Secured Photo,property_secured_image,,368,3,,btn_add_optional_photo.jpg,0,0,6/8/2018 10:39,6/8/2018 10:39
740,13,Conforms to Neighborhood,confirms_to_neighborhood,Please indicate if the subject property conforms to the neighborhood.,368,2,Yes;No,,0,0,6/8/2018 10:39,6/8/2018 10:39
741,13,Conforms to Neighborhood Comments,conforms_to_neighborhood_comments,If no please explain,368,1,,,0,0,6/8/2018 10:39,6/8/2018 10:39
742,13,Conforms to Neighborhood Photo,conforms_to_neighborhood_image,Optionally take a photo to explain,368,3,,btn_add_optional_photo.jpg,0,0,6/8/2018 10:39,6/8/2018 10:39
743,13,High Voltage Powerlines,high_voltage_powerlines,Please indicate if there are any high voltage overhead powerlines within 300 feet of the property?,368,2,Yes;No,,0,0,6/8/2018 10:39,6/8/2018 10:39
744,13,High Voltage Powerlines Photo,high_voltage_powerlines_image,Optionally take a photo,368,3,,btn_add_optional_photo.jpg,0,0,6/8/2018 10:39,6/8/2018 10:39
745,13,Boarded Up Homes,boarded_up_homes,Please indicate if there are any boarded up homes within 300 feet of the property?,368,2,Yes;No,,0,0,6/8/2018 10:39,6/8/2018 10:39
746,13,Boarded Up Homes Photo,boarded_up_homes_image,Optionally take a photo,368,3,,btn_add_photo.jpgbtn_add_optional_photo,0,0,6/8/2018 10:39,6/8/2018 10:39
747,13,Freeway or Highway,freeway_or_highway,Please indicate if there are any freeways or highways within 300 feet of the property?,368,2,Yes;No,,0,0,6/8/2018 10:39,6/8/2018 10:39
748,13,Freeway or Highway Photo,freeway_or_highway_image,Optionally take a photo,368,3,,btn_add_optional_photo.jpg,0,0,6/8/2018 10:39,6/8/2018 10:39
749,13,Parks/Recreation,parks_recreation,Please indicate if there are any parks or recreation features within 300 feet of the property?,368,2,Yes;No,,0,0,6/8/2018 10:39,6/8/2018 10:39
750,13,Parks/Recreation Photo,parks_recreation_image,Optionally take a photo,368,3,,btn_add_optional_photo.jpg,0,0,6/8/2018 10:39,6/8/2018 10:39
751,13,Waste Management Facilities,waste_management_facilities,Please indicate if there are any waste management facilities within 300 feet of the property?,368,2,Yes;No,,0,0,6/8/2018 10:39,6/8/2018 10:39
752,13,Waste Management Facilities Photo,waste_management_facilities_photo,Optionally take a photo,368,3,,btn_add_optional_photo.jpg,0,0,6/8/2018 10:39,6/8/2018 10:39
753,13,Commercial Buildings,commercial_buildings,Please indicate if there are any commercial buildings within 300 feet of the property?,368,2,Yes;No,,0,0,6/8/2018 10:39,6/8/2018 10:39
754,13,Commercial Buildings Photo,commercial_buildings_image,Optionally take a photo,368,3,,btn_add_optional_photo.jpg,0,0,6/8/2018 10:39,6/8/2018 10:39
755,13,Additional Neighborhood Comments,additional_neighborhood_comments,If you have any additional comments about the neighborhood please include them here.,368,1,,,0,0,6/8/2018 10:39,6/8/2018 10:39
756,13,Street View from Street,street_view_from_street_image,,368,3,,btn_street_view.jpg,1,0,6/8/2018 10:39,6/8/2018 10:39
757,13,Street View from Front Door,street_view_from_front_door_image,,368,3,,btn_street_from_door.jpg,1,0,6/8/2018 10:39,6/8/2018 10:39
758,13,Renewable Funding,renewable_funding,Renewable Funding?,369,2,yes;no,,2,0,6/8/2018 10:39,6/8/2018 10:39
759,13,Renewable Funding Reason,renewable_funding_reason,"(if Yes, please explain)",369,1,,,3,0,6/8/2018 10:39,6/8/2018 10:39
760,13,Front of the Property,front_of_property_image,,369,3,,btn_property_main.jpg,1,1,6/8/2018 10:39,6/8/2018 10:39
761,13,Install Complete,install_complete,Final report?,370,2,yes;no,,1,0,6/8/2018 10:39,6/8/2018 10:39
762,13,Project Photo,project_photo,Project Photo,370,3,,btn_add_photo.jpg,1,1,6/8/2018 10:39,6/8/2018 10:39
763,13,Project Type,project_type,Project Type,370,6,Solar;HVAC;Other;Etc;Goes Here;,,2,0,6/8/2018 10:39,6/8/2018 10:39
764,13,Property Address Verification,property_address_verification_image,Address Verification,372,3,,btn_property_verification.jpg,1,1,6/8/2018 10:39,6/8/2018 10:39
765,13,Installation Photos,line1_install_photos,Take photos of the installation,373,3,,btn_add_photo.jpg,1,0,6/8/2018 10:39,6/8/2018 10:39
766,13,Product Type,line1_type,Product Type,373,6,#,,2,1,6/8/2018 10:39,6/8/2018 10:39
767,13,Eligibility Criteria,line1_criteria,Eligibility Criteria,373,6,list;to;be;provided;by;client,,2,0,6/8/2018 10:39,6/8/2018 10:39
768,13,Manufacturer,line1_manufacturer,Manufacturer,373,1,,,3,1,6/8/2018 10:39,6/8/2018 10:39
769,13,Model Number,line1_model,Model,373,1,,,4,1,6/8/2018 10:39,6/8/2018 10:39
770,13,Quantity,line1_quantity,Quantity,373,1,,,5,1,6/8/2018 10:39,6/8/2018 10:39
771,13,Comments,line1_comments,Notes,373,1,,,6,1,6/8/2018 10:39,6/8/2018 10:39
772,13,Photo(s),line1_photos,Include photos of the serial and model numbers,373,7,,btn_add_photo.jpg,7,1,6/8/2018 10:39,6/8/2018 10:39
773,13,Product Category,line1_category,Product Category,373,6,#,,1,1,6/8/2018 10:39,6/8/2018 10:39
774,13,Property Address Verification,property_address_verification_image,,375,3,,btn_property_verification.jpg,1,1,6/8/2018 10:39,6/8/2018 10:39
775,13,Product Type,line2_category,Product Category,376,6,#,,1,1,6/8/2018 10:39,6/8/2018 10:39
776,13,Eligibility Criteria,line2_type,Product Type,376,6,#,,2,1,6/8/2018 10:39,6/8/2018 10:39
777,13,Manufacturer,line2_manufacturer,Manufacturer,376,1,,,3,1,6/8/2018 10:39,6/8/2018 10:39
778,13,Model Number,line2_model,Model,376,1,,,4,1,6/8/2018 10:39,6/8/2018 10:39
779,13,Quantity,line2_quantity,Quantity,376,1,,,5,1,6/8/2018 10:39,6/8/2018 10:39
780,13,Comments,line2_comments,Notes,376,1,,,6,1,6/8/2018 10:39,6/8/2018 10:39
781,13,Photo,line2_photos,Include photos of the serial and model numbers,376,7,,btn_add_photo.jpg,7,1,6/8/2018 10:39,6/8/2018 10:39
782,13,Property Type,property_type,Please indicate the property type and hit continue,377,2,Commercial Non-Residential;Condominium;Cooperative;Manufactured Mobile Home;Mixed Use Residential;Multifamily More Than Four Units;Single Family;Townhouse;Two To Four Unit Property;Vacant Land,,1,1,6/8/2018 10:39,6/8/2018 10:39
783,13,Product Type,line3_category,Product Category,378,6,#,,1,1,6/8/2018 10:39,6/8/2018 10:39
784,13,Eligibility Criteria,line3_type,Product Type,378,6,#,,2,1,6/8/2018 10:39,6/8/2018 10:39
785,13,Manufacturer,line3_manufacturer,Manufacturer,378,1,,,3,1,6/8/2018 10:39,6/8/2018 10:39
786,13,Model Number,line3_model,Model,378,1,,,4,1,6/8/2018 10:39,6/8/2018 10:39
787,13,Quantity,line3_quantity,Quantity,378,1,,,5,1,6/8/2018 10:39,6/8/2018 10:39
788,13,Comments,line3_comments,Notes,378,1,,,6,1,6/8/2018 10:39,6/8/2018 10:39
789,13,Photo(s),line3_photos,Include photos of the serial and model numbers,378,7,,btn_add_photo.jpg,7,1,6/8/2018 10:39,6/8/2018 10:39
790,13,Property Occupied?,property_occupied,Please indicate if the property is occupied and hit continue.,380,2,Yes;No,,0,1,6/8/2018 10:39,6/8/2018 10:39
791,13,Property Occupied Comments,property_occupied_comments,"If no, please explain.  Optionally take a photo",380,1,,,0,1,6/8/2018 10:39,6/8/2018 10:39
792,13,Property Occupied Photo,property_occupied_image,,380,3,,btn_add_optional_photo.jpg,0,1,6/8/2018 10:39,6/8/2018 10:39
793,13,Land Use Zoning,land_use_zoning,Please indicate the land use zoning and hit continue.,382,2,Residential;Commercial;Mixed Use;I do not know,,0,1,6/8/2018 10:39,6/8/2018 10:39
794,13,Number Garage Stalls,number_garage_stalls,Number of Stalls (Car Spaces),384,1,,,0,1,6/8/2018 10:39,6/8/2018 10:39
795,13,Stalls Attached,garage_stalls_attached,,384,2,Attached (connected to the main property);Detached (separate structure);Integral (part of the main property);Multiple Structures (please photo garages),,0,1,6/8/2018 10:39,6/8/2018 10:39
796,13,Garage Photo,garage_stalls_image,"If not clearly visible in the earlier property photos, please take a photo of the garage stalls.",384,3,,btn_add_optional_photo.jpg,0,1,6/8/2018 10:39,6/8/2018 10:39
797,13,Roof Condition,roof_condition,Please indicate the condition of the roof.,386,2,"Excellent (< 2 years old, no visible damage);Good (less than 5 years old);Average (more than 5 years old);Fair (some visible damage, missing shingles);Poor (> 15 years old or visible damage)",,0,1,6/8/2018 10:39,6/8/2018 10:39
798,13,Roof Condition Comments,roof_condition_comments,Additional Comments,386,1,,,0,1,6/8/2018 10:39,6/8/2018 10:39
799,13,Roof Condition Photo,roof_condition_image,Optionally take a photo of the roof,386,3,,btn_add_optional_photo.jpg,0,1,6/8/2018 10:39,6/8/2018 10:39
800,13,Siding Condition,siding_condition,Please indicate the condition of the siding.,389,2,"Excellent (paint < 2 yrs, no visible damage);Good (paint < 5 years, no visible damage);Fair (paint > 5 years ago, flaking visible);Poor (visible damage, flaking or missing paint)",,0,1,6/8/2018 10:39,6/8/2018 10:39
801,13,Siding Condition Comments,siding_condition_comments,Additional Comments,389,1,,,0,1,6/8/2018 10:39,6/8/2018 10:39
802,13,Siding Condition Photo,siding_condition_image,Optionally take a photo of the siding,389,3,,btn_add_optional_photo.jpg,0,1,6/8/2018 10:39,6/8/2018 10:39
803,13,Windows Condition,windows_condition,Please indicate the condition of the windows,390,2,"Excellent (< 2 years old, no visible damage);Good (< 5 years old, no visible damage);Fair (> 5 years, no broken or cracked glass);Poor (cracked glass, flaking paint)",,0,1,6/8/2018 10:39,6/8/2018 10:39
804,13,Windows Condition Comments,windows_condition_comments,Additional Comments,390,1,,,0,1,6/8/2018 10:39,6/8/2018 10:39
805,13,Windows Condition Photo,windows_condition_image,Optionally take a photo of the windows,390,3,,btn_add_optional_photo.jpg,0,1,6/8/2018 10:39,6/8/2018 10:39
806,13,Foundation Condition,foundation_condition,Please indicate the condition of the foundation,391,2,"Excellent (level, no visible damage);Good (no visible damage, < 3 inch deflection);Fair (> 3 inch deflection);Poor (visible damage or cracks);I don't know",,0,1,6/8/2018 10:39,6/8/2018 10:39
807,13,Foundation Condition Comments,foundation_condition_comments,Additional Comments,391,1,,,0,1,6/8/2018 10:39,6/8/2018 10:39
808,13,Foundation Condition Photo,foundation_condition_image,Optionally take a photo of the foundation,391,3,,btn_add_optional_photo.jpg,0,1,6/8/2018 10:39,6/8/2018 10:39
809,13,Landscape Condition,landscape_condition,Please indicate the condition of the landscape,392,2,"Excellent (well maintained plants and lawn);Good (healthy lawn, tidy appearance);Fair (untidy plants, patchy lawn);Poor (no visible signs of yard maintenance)",,0,1,6/8/2018 10:39,6/8/2018 10:39
810,13,Landscape Condition Comments,landscape_condition_comments,Additional Comments,392,1,,,0,1,6/8/2018 10:39,6/8/2018 10:39
811,13,Landscape Condition Photo,landscape_condition_image,Optionally take a photo of the landscape,392,3,,btn_add_optional_photo.jpg,0,1,6/8/2018 10:39,6/8/2018 10:39
812,13,Other Condition Comments,order_condition_comments,Please provide details of any additional damage or comments about the condition of the property:,393,1,,,0,1,6/8/2018 10:39,6/8/2018 10:39
813,13,Other Condition Photo,other_condition_image,Optionally take a photo to explain,393,3,,btn_add_optional_photo.jpg,0,1,6/8/2018 10:39,6/8/2018 10:39
814,13,Overall Condition,overall_condition,Please indicate the condition of the property,394,2,"Excellent (well maintained appearance);Good (no visible damage);Fair (some visible damage, or older features);Poor (visible damage, requires repairs)",,0,1,6/8/2018 10:39,6/8/2018 10:39
815,13,Overall Condition Comments,overall_condition_comments,Additional Comments,394,1,,,0,1,6/8/2018 10:39,6/8/2018 10:39
816,13,Interior Characteristics Total Beds,interior_number_beds,How many bedrooms?,395,1,,,0,1,6/8/2018 10:39,6/8/2018 10:39
817,13,Interior Characteristics Total Baths,interior_number_baths,How many bathrooms?,395,1,,,0,1,6/8/2018 10:39,6/8/2018 10:39
818,13,Interior Characteristics Total Rooms,interior_number_rooms,How many rooms total?,395,1,,,0,1,6/8/2018 10:39,6/8/2018 10:39
819,13,Interior Characteristics Total Floors,interior_number_floors,How many floors total?,395,1,,,0,1,6/8/2018 10:39,6/8/2018 10:39
820,13,Interior Characteristics Basement,interior_basement,Is there a basement?,395,2,Yes;No,,0,1,6/8/2018 10:39,6/8/2018 10:39
821,13,Interior Characteristics Fireplace,interior_fireplace,Is there a fireplace?,395,2,Yes;No,,0,1,6/8/2018 10:39,6/8/2018 10:39
822,13,Interior Characteristics Comments,interior_additional_comments,Indicate any additional features of note:,395,1,,,0,1,6/8/2018 10:39,6/8/2018 10:39
823,13,Interior Master Bedroom Comments,interior_master_bedroom_comments,Master Bedroom Comments.  Optionally take a photo of the master bedroom.,396,1,,,0,1,6/8/2018 10:39,6/8/2018 10:39
824,13,Interior Master Bedroom Photo,interior_master_bedroom_photo,Take a photo of the master bedroom,396,3,,btn_add_optional_photo.jpg,0,1,6/8/2018 10:39,6/8/2018 10:39
825,13,Interior Master Bathroom Comments,interior_master_bathroom_comments,Master Bathroom Comments.  Optionally take a photo of the master bathroom.,397,1,,,0,1,6/8/2018 10:39,6/8/2018 10:39
826,13,Interior Master Bathroom Photo,interior_master_bathroom_photo,Take a photo of the master bathroom,397,3,,btn_add_optional_photo.jpg,0,1,6/8/2018 10:39,6/8/2018 10:39
827,13,Interior Main Living Area Comments,interior_main_living_area_comments,Main Living Area Comments.  Optionally take a photo of the main living area.,398,1,,,0,1,6/8/2018 10:39,6/8/2018 10:39
828,13,Interior Main Living Area Photo,interior_main_living_area_photo,Take a photo of the main living area,398,3,,btn_add_optional_photo.jpg,0,1,6/8/2018 10:39,6/8/2018 10:39
829,13,Interior Kitchen Comments,interior_kitchen_comments,Kitchen Comments (if applicable).  Optionally take a photo.,399,1,,,0,1,6/8/2018 10:39,6/8/2018 10:39
830,13,Interior Kitchen Photo,interior_kitchen_photo,Take a photo of the kitchen.,399,3,,btn_add_optional_photo.jpg,0,1,6/8/2018 10:39,6/8/2018 10:39
831,13,Interior Other Features Comments,interior_other_features_comments,Notable Additional Comments.  Optionally take a photo.,400,1,,,0,1,6/8/2018 10:39,6/8/2018 10:39
832,13,Interior Other Features Photo,interior_other_features_photo,Optionally take a photo of the additional features,400,3,,btn_add_optional_photo.jpg,0,1,6/8/2018 10:39,6/8/2018 10:39
833,13,Interior Overall Condition Comments,interior_overall_condition_comments,Overall Interior Condition,401,2,"Excellent (fully updated, new paint);Good (kitchens and baths < 5 yrs old);Fair (kitchen or baths > 7 yrs old, flaking paint);Poor (repairs necessary, out of date)",,0,1,6/8/2018 10:39,6/8/2018 10:39
834,13,Interior Overall Condition Photo,interior_overall_condition_photo,Optionally take a photo,401,3,,btn_add_optional_photo.jpg,0,1,6/8/2018 10:39,6/8/2018 10:39
835,13,Location Type,location_type,Please indicate the condition of the landscape,402,2,Urban (inner city);Suburban (outer city limits);Rural (farm or countryside),,0,1,6/8/2018 10:39,6/8/2018 10:39
836,13,Neighborhood Condition,neighborhood_condition,Please indicate the condition of the neighborhood.,403,2,Excellent (all properties in excellent condition);Good (all properties well maintained);Fair (properties with visible damage) ;Poor (mostly neglected properties),,0,1,6/8/2018 10:39,6/8/2018 10:39
837,13,Neighborhood Condition Comments,neighborhood_condition_comments,Additional Comments,403,1,,,0,1,6/8/2018 10:39,6/8/2018 10:39
838,13,Railroad Tracks,railroad_tracks,Please indicate if there are any railroad tracks within 300 feet of the property?,411,2,Yes;No,,0,1,6/8/2018 10:39,6/8/2018 10:39
839,13,Railroad Tracks Photo,railroad_tracks_image,Optionally take a photo,411,3,,btn_add_photo.jpg,0,1,6/8/2018 10:39,6/8/2018 10:39
840,13,Airport/Flightpath,airport_flightpath,"Please indicate if there is an airport within 300 feet of the property, or the property is in a low flying plane flightpath?",412,2,Yes;No,,0,1,6/8/2018 10:39,6/8/2018 10:39
841,13,Airport/Flightpath Photo,airport_flightpath_image,Optionally take a photo,412,3,,btn_add_photo.jpg,0,1,6/8/2018 10:39,6/8/2018 10:39
842,14,Property Secured?,property_secured,Please indicate if the property is secured and hit continue.,414,2,Yes;No,,0,0,6/8/2018 12:40,6/8/2018 12:40
843,14,Property Secured Comments,property_secured_comments,"If no, please explain.  Optionally take a photo",414,1,,,0,0,6/8/2018 12:40,6/8/2018 12:40
844,14,Property Secured Photo,property_secured_image,,414,3,,btn_add_optional_photo.jpg,0,0,6/8/2018 12:40,6/8/2018 12:40
845,14,Conforms to Neighborhood,confirms_to_neighborhood,Please indicate if the subject property conforms to the neighborhood.,414,2,Yes;No,,0,0,6/8/2018 12:40,6/8/2018 12:40
846,14,Conforms to Neighborhood Comments,conforms_to_neighborhood_comments,If no please explain,414,1,,,0,0,6/8/2018 12:40,6/8/2018 12:40
847,14,Conforms to Neighborhood Photo,conforms_to_neighborhood_image,Optionally take a photo to explain,414,3,,btn_add_optional_photo.jpg,0,0,6/8/2018 12:40,6/8/2018 12:40
848,14,High Voltage Powerlines,high_voltage_powerlines,Please indicate if there are any high voltage overhead powerlines within 300 feet of the property?,414,2,Yes;No,,0,0,6/8/2018 12:40,6/8/2018 12:40
849,14,High Voltage Powerlines Photo,high_voltage_powerlines_image,Optionally take a photo,414,3,,btn_add_optional_photo.jpg,0,0,6/8/2018 12:40,6/8/2018 12:40
850,14,Boarded Up Homes,boarded_up_homes,Please indicate if there are any boarded up homes within 300 feet of the property?,414,2,Yes;No,,0,0,6/8/2018 12:40,6/8/2018 12:40
851,14,Boarded Up Homes Photo,boarded_up_homes_image,Optionally take a photo,414,3,,btn_add_photo.jpgbtn_add_optional_photo,0,0,6/8/2018 12:40,6/8/2018 12:40
852,14,Freeway or Highway,freeway_or_highway,Please indicate if there are any freeways or highways within 300 feet of the property?,414,2,Yes;No,,0,0,6/8/2018 12:40,6/8/2018 12:40
853,14,Freeway or Highway Photo,freeway_or_highway_image,Optionally take a photo,414,3,,btn_add_optional_photo.jpg,0,0,6/8/2018 12:40,6/8/2018 12:40
854,14,Parks/Recreation,parks_recreation,Please indicate if there are any parks or recreation features within 300 feet of the property?,414,2,Yes;No,,0,0,6/8/2018 12:40,6/8/2018 12:40
855,14,Parks/Recreation Photo,parks_recreation_image,Optionally take a photo,414,3,,btn_add_optional_photo.jpg,0,0,6/8/2018 12:40,6/8/2018 12:40
856,14,Waste Management Facilities,waste_management_facilities,Please indicate if there are any waste management facilities within 300 feet of the property?,414,2,Yes;No,,0,0,6/8/2018 12:40,6/8/2018 12:40
857,14,Waste Management Facilities Photo,waste_management_facilities_photo,Optionally take a photo,414,3,,btn_add_optional_photo.jpg,0,0,6/8/2018 12:40,6/8/2018 12:40
